metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698553.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	124	23	-21.79	98.21	52.96	10	1	
4698543.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	79	1	-27.62	89.09	68.17	16	1	
4698578.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	268	15	-24.72	94.32	59.58	21	1	
4698541.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	29	1	-22.15	94.28	56.35	8	1	
4698545.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	35	3	-26.19	88.73	65.74	14	1	
4698577.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	231	57	-20.77	95.66	52.27	23	1	
4698580.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	28	2	-24.81	92.22	60.00	10	1	
4698554.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	22	1	-21.41	96.27	52.45	4	1	
4698581.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	86	2	-25.39	95.25	60.70	17	1	
4698575.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	109	4	-28.22	94.66	65.72	15	1	
4698546.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	93	44	-20.75	93.91	52.75	14	2	
4698571.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	18	1	-26.53	94.25	63.33	6	1	
4698558.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	26	1	-23.75	90.61	59.00	11	1	
4698567.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	16	1	-20.93	93.85	52.86	6	1	
4698569.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	151	20	-22.05	98.16	53.40	11	1	
4698582.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	316	71	-22.69	95.58	55.42	26	1	
4698574.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	87	20	-23.11	94.96	56.48	18	1	
4698563.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	75	2	-24.56	94.32	59.61	15	1	
4698568.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	39	3	-23.17	89.22	59.66	11	1	
4698551.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	164	37	-21.36	96.71	52.70	17	1	
4698548.3	Stress Response	-	Hfl operon	GTP-binding protein HflX	236	57	-22.53	95.71	54.94	23	1	
