metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698541.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	2	2	-22.50	93.08	57.50	1	1	
4698575.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	1	1	-14.00	83.72	43.00	1	1	
4698582.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	25	18	-21.05	90.25	54.65	6	2	
4698581.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	3	3	-21.67	94.35	54.33	1	1	
4698548.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	23	17	-23.89	91.01	58.83	4	2	
4698579.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	2	2	-14.50	98.31	42.00	1	1	
4698542.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	9	1	-17.44	75.79	55.11	4	1	
4698578.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	29	8	-16.54	77.23	53.65	7	2	
4698546.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	11	1	-17.18	78.46	55.09	4	1	
4698549.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	26	20	-24.90	93.34	59.75	2	1	
4698577.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	13	10	-24.10	90.82	59.70	3	1	
4698574.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	7	3	-25.83	89.33	60.67	2	1	
4698562.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	4	1	-18.75	79.91	54.00	2	1	
4698570.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	9	5	-23.20	88.31	57.80	2	1	
4698551.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	10	1	-17.90	77.10	55.80	4	1	
4698573.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	1	1	-13.00	88.10	42.00	1	1	
4698560.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	23	7	-16.58	79.31	52.05	4	1	
4698563.3	Secondary Metabolism	Aromatic amino acids and derivatives	Cinnamic Acid Degradation	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	1	1	-36.00	91.14	79.00	1	1	
