"Row.names","V1","V2","V3","lim","meta.name"
"4698542.3",0.0763090617067238,0.241822215932786,0.0252637721580168,"P","21P5S1R2"
"4698546.3",0.0723027628029624,0.0376479166073541,-0.065921557467071,"P","21P5S1R1"
"4698548.3",-0.0967340857395134,-0.0379612187148659,-0.02247126972689,"N","21N2S3R2"
"4698551.3",-0.123466354859166,-0.0439064637996622,0.0235322460633578,"N","21N3S2R2"
"4698553.3",-0.0368960165590035,-0.0321572996320296,-0.0331880171123873,"N","03N5S2R2"
"4698554.3",0.261044813275251,-0.09637418223522,0.0976795027003926,"P","21P3S4R2"
"4698560.3",-0.172994216850506,-0.0567175191564004,0.0102677425891331,"N","21N3S2R1"
"4698562.3",0.271682858680479,-0.047083398415272,0.0440318588917435,"P","21P3S4R2"
"4698569.3",-0.0401938029551626,-0.0334979568308491,-0.0178967125600634,"N","03N5S2R1"
"4698570.3",0.129113535756061,0.0228194767318904,-0.0596715090153739,"P","03P2S4R2"
"4698574.3",0.137763024319128,0.0263891418918383,-0.0581333298335468,"P","03P2S4R1"
"4698577.3",-0.0663044235575714,-0.0254481905586376,-0.0304272804690023,"N","03N1S1R2"
"4698578.3",-0.231383258888904,0.0961575088825293,0.0917858561574108,"P","21P4S2R1"
"4698582.3",-0.180243897130779,-0.0516900307034622,-0.00485130237572111,"N","21N2S3R1"
